UserID,Age,Gender,TotalCoursesEnrolled,AvgSpending,AvgCourseRating,DiversityScore,FirstEnrollDate,LastEnrollDate,PreferredCategory,PreferredLevel,ActiveDays,EnrollmentFrequency,LearningDepthIndex,Cluster
U00664,17,Male,1,117.68,2.57,1,2025-02-18,2025-02-18,Data Science,Advanced,1,1.0,1.0,0
U00665,35,Male,1,37.89,1.3,1,2025-06-10,2025-06-10,Web Development,Advanced,1,1.0,1.0,0
U00666,30,Female,12,80.81,2.910833333333333,9,2025-01-04,2025-11-28,Project Management,Advanced,329,0.0364741641337386,1.5,1
U00667,18,Female,2,106.195,3.065,2,2025-06-12,2025-08-09,Digital Marketing,Advanced,59,0.03389830508474576,2.0,0
U00668,34,Female,2,0.0,4.32,2,2025-01-02,2025-02-04,Marketing,Advanced,34,0.058823529411764705,0.5,0
U00669,20,Female,1,248.1,1.2,1,2025-01-13,2025-01-13,Artificial Intelligence,Beginner,1,1.0,0.0,2
U00670,17,Male,2,0.0,4.52,2,2025-04-15,2025-09-07,Cybersecurity,Beginner,146,0.0136986301369863,0.0,3
U00671,18,Female,1,0.0,3.15,1,2025-04-01,2025-04-01,Business,Advanced,1,1.0,1.0,0
U00672,15,Male,1,0.0,4.11,1,2025-10-09,2025-10-09,Marketing,Intermediate,1,1.0,0.0,3
U00673,24,Female,2,190.25,3.07,2,2025-06-16,2025-07-07,Project Management,Advanced,22,0.09090909090909091,1.0,0
U00674,21,Male,1,0.0,2.0,1,2025-01-04,2025-01-04,Business,Advanced,1,1.0,1.0,0
U00675,20,Female,1,0.0,2.01,1,2025-03-03,2025-03-03,Marketing,Advanced,1,1.0,1.0,0
U00676,32,Male,2,0.0,3.1550000000000002,2,2025-09-02,2025-09-20,Design,Advanced,19,0.10526315789473684,2.0,0
U00677,35,Female,1,415.51,3.11,1,2025-05-25,2025-05-25,Artificial Intelligence,Intermediate,1,1.0,0.0,2
U00678,33,Female,1,0.0,4.14,1,2025-01-11,2025-01-11,Finance,Beginner,1,1.0,0.0,3
U00679,28,Male,1,276.37,2.72,1,2025-08-22,2025-08-22,Design,Advanced,1,1.0,1.0,0
U00680,35,Female,1,487.92,3.64,1,2025-11-06,2025-11-06,Business,Advanced,1,1.0,1.0,2
U00681,32,Male,2,0.0,3.3,2,2025-02-17,2025-02-22,Business,Advanced,6,0.3333333333333333,1.0,0
U00682,33,Male,1,0.0,4.44,1,2025-12-02,2025-12-02,Digital Marketing,Beginner,1,1.0,0.0,3
U00683,20,Female,1,0.0,2.61,1,2025-04-02,2025-04-02,Design,Advanced,1,1.0,1.0,0
U00684,28,Female,3,0.0,3.0666666666666664,2,2025-04-27,2025-06-10,Design,Advanced,45,0.06666666666666667,1.0,0
U00685,29,Female,1,487.92,3.64,1,2025-02-05,2025-02-05,Business,Advanced,1,1.0,1.0,2
U00686,35,Female,1,0.0,2.2,1,2025-11-20,2025-11-20,Web Development,Beginner,1,1.0,0.0,3
U00687,29,Female,15,118.366,2.806,11,2025-01-03,2025-12-01,Web Development,Beginner,333,0.04504504504504504,0.7142857142857143,1
U00688,30,Female,2,0.39,2.85,1,2025-04-01,2025-10-29,Machine Learning,Advanced,212,0.009433962264150943,2.0,0
U00689,19,Female,2,0.0,3.67,2,2025-02-05,2025-02-28,Design,Advanced,24,0.08333333333333333,1.0,0
U00690,29,Female,1,0.0,4.66,1,2025-03-02,2025-03-02,Digital Marketing,Intermediate,1,1.0,0.0,3
U00691,16,Female,1,0.0,2.61,1,2025-11-06,2025-11-06,Design,Advanced,1,1.0,1.0,0
U00692,27,Male,1,0.0,3.45,1,2025-12-21,2025-12-21,Project Management,Intermediate,1,1.0,0.0,3
U00693,35,Female,1,57.32,4.74,1,2025-01-21,2025-01-21,Web Development,Advanced,1,1.0,1.0,0
U00694,33,Female,1,0.0,3.6,1,2025-10-27,2025-10-27,Data Science,Intermediate,1,1.0,0.0,3
U00695,31,Female,1,0.0,4.45,1,2025-06-03,2025-06-03,Design,Advanced,1,1.0,1.0,0
U00696,25,Male,1,0.0,3.45,1,2025-05-25,2025-05-25,Project Management,Intermediate,1,1.0,0.0,3
U00697,32,Female,1,0.0,3.85,1,2025-02-20,2025-02-20,Programming,Beginner,1,1.0,0.0,3
U00698,32,Female,2,18.945,3.045,2,2025-06-02,2025-07-20,Marketing,Advanced,49,0.04081632653061224,2.0,0
U00699,20,Male,2,0.0,3.2649999999999997,2,2025-01-11,2025-08-27,Machine Learning,Advanced,229,0.008733624454148471,1.0,0
U00700,25,Male,1,117.68,2.57,1,2025-04-17,2025-04-17,Data Science,Advanced,1,1.0,1.0,0
U00701,32,Male,14,102.54785714285715,3.005,10,2025-01-14,2025-12-21,Business,Advanced,342,0.04093567251461988,1.0,1
U00702,22,Female,3,0.0,2.5066666666666664,3,2025-09-18,2025-12-26,Design,Advanced,100,0.03,1.0,0
U00703,32,Female,3,156.45666666666668,2.6533333333333333,3,2025-02-05,2025-06-29,Artificial Intelligence,Advanced,145,0.020689655172413793,0.5,0
U00704,30,Male,13,117.55692307692308,3.506153846153846,8,2025-02-09,2025-11-09,Project Management,Beginner,274,0.04744525547445255,0.6666666666666666,1
U00705,15,Male,1,0.0,4.79,1,2025-04-24,2025-04-24,Marketing,Advanced,1,1.0,1.0,0
U00706,21,Male,2,393.745,3.6900000000000004,2,2025-05-16,2025-11-05,Business,Advanced,174,0.011494252873563218,0.5,2
U00707,29,Male,1,0.0,4.51,1,2025-05-19,2025-05-19,Design,Beginner,1,1.0,0.0,3
U00708,29,Female,1,0.0,4.72,1,2025-02-06,2025-02-06,Marketing,Intermediate,1,1.0,0.0,3
U00709,23,Female,14,74.49428571428572,3.5092857142857143,10,2025-01-15,2025-12-30,Digital Marketing,Advanced,350,0.04,0.8333333333333334,1
U00710,19,Male,1,248.1,1.2,1,2025-05-07,2025-05-07,Artificial Intelligence,Beginner,1,1.0,0.0,2
U00711,27,Male,2,163.995,2.415,2,2025-01-08,2025-03-12,Project Management,Beginner,64,0.03125,0.0,3
U00712,27,Female,2,0.0,3.05,2,2025-01-01,2025-07-28,Business,Advanced,209,0.009569377990430622,1.0,0
U00713,17,Female,1,472.28,4.74,1,2025-01-05,2025-01-05,Programming,Beginner,1,1.0,0.0,2
U00714,25,Male,3,0.0,4.273333333333333,3,2025-02-16,2025-10-28,Data Science,Beginner,255,0.011764705882352941,0.0,3
U00715,25,Female,1,0.0,3.15,1,2025-02-22,2025-02-22,Business,Advanced,1,1.0,1.0,0
U00716,29,Male,4,73.755,3.005,3,2025-05-10,2025-10-14,Data Science,Advanced,158,0.02531645569620253,1.0,0
U00717,34,Female,1,0.0,1.91,1,2025-07-13,2025-07-13,Cybersecurity,Intermediate,1,1.0,0.0,3
U00718,27,Female,2,142.525,2.42,2,2025-01-30,2025-10-18,Business,Beginner,262,0.007633587786259542,0.0,2
U00719,25,Female,1,117.68,2.57,1,2025-09-27,2025-09-27,Data Science,Advanced,1,1.0,1.0,0
U00720,17,Female,1,415.51,3.11,1,2025-12-21,2025-12-21,Artificial Intelligence,Intermediate,1,1.0,0.0,2
U00721,20,Female,1,0.0,2.61,1,2025-04-03,2025-04-03,Design,Advanced,1,1.0,1.0,0
U00722,16,Female,3,92.12333333333333,1.95,3,2025-06-05,2025-09-04,Business,Advanced,92,0.03260869565217391,1.0,0
U00723,35,Male,14,86.69000000000001,3.0942857142857143,10,2025-01-27,2025-11-20,Project Management,Advanced,298,0.04697986577181208,0.8333333333333334,1
U00724,16,Female,15,91.72066666666666,3.530666666666667,9,2025-01-18,2025-11-15,Business,Intermediate,302,0.04966887417218543,1.0,1
U00725,28,Female,1,0.0,3.32,1,2025-05-10,2025-05-10,Web Development,Beginner,1,1.0,0.0,3
U00726,26,Female,1,472.28,4.74,1,2025-03-16,2025-03-16,Programming,Beginner,1,1.0,0.0,2
U00727,33,Female,4,97.4325,3.0225,3,2025-04-03,2025-11-01,Digital Marketing,Advanced,213,0.018779342723004695,4.0,0
U00728,17,Male,1,0.0,4.11,1,2025-10-04,2025-10-04,Marketing,Intermediate,1,1.0,0.0,3
U00729,30,Male,2,0.0,3.835,2,2025-01-08,2025-06-20,Marketing,Advanced,164,0.012195121951219513,0.5,0
U00730,30,Male,2,243.96,3.31,2,2025-06-21,2025-08-13,Business,Advanced,54,0.037037037037037035,2.0,0
U00731,16,Male,2,142.525,2.6399999999999997,2,2025-05-06,2025-09-17,Business,Beginner,135,0.014814814814814815,0.0,2
U00732,22,Male,1,394.26,1.35,1,2025-06-29,2025-06-29,Cybersecurity,Intermediate,1,1.0,0.0,2
U00733,28,Female,1,0.0,2.61,1,2025-04-27,2025-04-27,Design,Advanced,1,1.0,1.0,0
U00734,20,Male,4,74.8925,2.7875,3,2025-04-13,2025-12-03,Data Science,Advanced,235,0.01702127659574468,1.0,0
U00735,17,Male,2,106.195,2.575,2,2025-01-08,2025-05-05,Business,Advanced,118,0.01694915254237288,2.0,0
U00736,19,Female,1,0.0,4.73,1,2025-07-22,2025-07-22,Machine Learning,Intermediate,1,1.0,0.0,3
U00737,18,Male,2,103.635,2.625,2,2025-01-29,2025-05-15,Artificial Intelligence,Advanced,107,0.018691588785046728,1.0,0
U00738,29,Female,3,83.42666666666666,3.1300000000000003,3,2025-03-26,2025-09-26,Cybersecurity,Advanced,185,0.016216216216216217,1.0,0
U00739,25,Female,1,0.0,4.1,1,2025-01-16,2025-01-16,Finance,Intermediate,1,1.0,0.0,3
U00740,34,Female,1,327.99,1.51,1,2025-09-25,2025-09-25,Project Management,Beginner,1,1.0,0.0,2
U00741,33,Female,4,115.41250000000001,4.1125,3,2025-03-11,2025-12-10,Finance,Intermediate,275,0.014545454545454545,0.0,3
U00742,29,Male,1,327.99,1.51,1,2025-03-14,2025-03-14,Project Management,Beginner,1,1.0,0.0,2
U00743,19,Male,4,9.4725,1.96,3,2025-05-04,2025-10-26,Programming,Advanced,176,0.022727272727272728,0.6666666666666666,0
U00744,15,Male,1,0.0,2.98,1,2025-12-17,2025-12-17,Marketing,Advanced,1,1.0,1.0,0
U00745,29,Female,2,0.0,2.335,2,2025-06-28,2025-11-22,Business,Advanced,148,0.013513513513513514,2.0,0
U00746,28,Male,2,138.185,2.3600000000000003,2,2025-03-26,2025-11-11,Business,Advanced,231,0.008658008658008658,2.0,0
U00747,28,Female,1,0.0,2.2,1,2025-10-24,2025-10-24,Web Development,Beginner,1,1.0,0.0,3
U00748,30,Female,2,0.0,2.335,2,2025-01-15,2025-11-01,Business,Advanced,291,0.006872852233676976,2.0,0
U00749,18,Male,1,0.0,4.72,1,2025-11-25,2025-11-25,Marketing,Intermediate,1,1.0,0.0,3
U00750,23,Female,1,487.92,3.64,1,2025-04-17,2025-04-17,Business,Advanced,1,1.0,1.0,2
U00751,19,Male,1,0.0,1.28,1,2025-02-22,2025-02-22,Programming,Beginner,1,1.0,0.0,3
U00752,30,Male,13,128.20384615384614,2.8469230769230767,9,2025-01-10,2025-10-14,Design,Advanced,278,0.046762589928057555,0.8333333333333334,1
U00753,28,Male,2,0.0,3.495,2,2025-02-25,2025-09-06,Marketing,Beginner,194,0.010309278350515464,0.0,3
U00754,33,Male,1,490.9,4.55,1,2025-12-18,2025-12-18,Artificial Intelligence,Beginner,1,1.0,0.0,2
U00755,31,Male,1,0.0,1.91,1,2025-07-25,2025-07-25,Cybersecurity,Intermediate,1,1.0,0.0,3
U00756,33,Female,1,0.0,4.1,1,2025-05-07,2025-05-07,Finance,Intermediate,1,1.0,0.0,3
U00757,22,Female,1,53.86,2.47,1,2025-08-28,2025-08-28,Finance,Beginner,1,1.0,0.0,3
U00758,16,Male,1,0.0,2.0,1,2025-02-15,2025-02-15,Business,Advanced,1,1.0,1.0,0
U00759,22,Male,1,0.78,3.89,1,2025-04-06,2025-04-06,Machine Learning,Advanced,1,1.0,1.0,0
U00760,21,Female,13,121.8223076923077,3.2353846153846155,9,2025-01-07,2025-12-29,Programming,Beginner,357,0.036414565826330535,0.125,1
U00761,31,Male,1,0.0,4.44,1,2025-11-26,2025-11-26,Digital Marketing,Beginner,1,1.0,0.0,3
U00762,22,Female,1,346.71,1.23,1,2025-09-19,2025-09-19,Project Management,Advanced,1,1.0,1.0,0
U00763,16,Male,1,0.0,3.02,1,2025-04-22,2025-04-22,Data Science,Intermediate,1,1.0,0.0,3
U00764,18,Male,2,0.0,2.495,1,2025-04-03,2025-04-24,Marketing,Advanced,22,0.09090909090909091,2.0,0
U00765,31,Female,11,108.0,2.641818181818182,7,2025-02-22,2025-12-14,Data Science,Intermediate,296,0.037162162162162164,1.0,1
U00766,31,Female,3,0.0,4.333333333333333,2,2025-06-02,2025-08-25,Marketing,Intermediate,85,0.03529411764705882,1.0,3
U00767,16,Female,14,109.25142857142858,3.0335714285714284,10,2025-01-09,2025-11-15,Programming,Advanced,311,0.04501607717041801,2.0,1
U00768,19,Male,2,0.0,3.59,2,2025-01-15,2025-12-18,Design,Advanced,338,0.005917159763313609,0.5,0
U00769,16,Female,1,0.0,4.45,1,2025-10-16,2025-10-16,Design,Advanced,1,1.0,1.0,0
U00770,29,Male,1,0.0,4.73,1,2025-02-11,2025-02-11,Machine Learning,Intermediate,1,1.0,0.0,3
U00771,18,Male,1,285.05,1.96,1,2025-01-19,2025-01-19,Business,Beginner,1,1.0,0.0,2
U00772,24,Female,13,26.354615384615386,3.547692307692308,9,2025-01-19,2025-12-11,Cybersecurity,Intermediate,327,0.039755351681957186,0.8,1
U00773,25,Female,1,119.04,2.75,1,2025-05-07,2025-05-07,Finance,Intermediate,1,1.0,0.0,3
U00774,27,Male,1,0.0,2.38,1,2025-03-02,2025-03-02,Cybersecurity,Advanced,1,1.0,1.0,0
U00775,29,Female,14,99.38571428571429,3.281428571428571,8,2025-01-22,2025-12-28,Programming,Beginner,341,0.04105571847507331,0.2857142857142857,1
U00776,26,Female,1,490.9,4.55,1,2025-04-02,2025-04-02,Artificial Intelligence,Beginner,1,1.0,0.0,2
U00777,29,Male,4,249.97,3.6675,4,2025-01-04,2025-12-06,Business,Advanced,337,0.011869436201780416,0.6666666666666666,2
U00778,33,Male,2,0.0,2.355,2,2025-02-04,2025-03-16,Machine Learning,Advanced,41,0.04878048780487805,1.0,0
U00779,24,Female,1,0.0,2.38,1,2025-09-30,2025-09-30,Cybersecurity,Advanced,1,1.0,1.0,0
U00780,32,Female,1,0.0,2.43,1,2025-11-01,2025-11-01,Programming,Intermediate,1,1.0,0.0,3
U00781,18,Female,1,0.0,3.6,1,2025-01-07,2025-01-07,Data Science,Intermediate,1,1.0,0.0,3
U00782,25,Male,1,0.0,2.61,1,2025-06-24,2025-06-24,Design,Advanced,1,1.0,1.0,0
U00783,35,Female,2,28.66,3.88,2,2025-03-24,2025-06-18,Data Science,Advanced,87,0.022988505747126436,1.0,0
U00784,22,Female,2,149.785,4.21,2,2025-06-28,2025-09-16,Data Science,Beginner,81,0.024691358024691357,0.0,2
U00785,17,Female,1,0.0,4.66,1,2025-02-28,2025-02-28,Digital Marketing,Intermediate,1,1.0,0.0,3
U00786,32,Female,13,91.82307692307693,3.2807692307692307,8,2025-02-12,2025-12-20,Finance,Advanced,312,0.041666666666666664,1.75,1
U00787,29,Female,9,56.68555555555555,3.12,6,2025-02-20,2025-11-01,Programming,Beginner,255,0.03529411764705882,0.3333333333333333,1
U00788,24,Male,2,0.0,1.935,2,2025-02-12,2025-06-10,Digital Marketing,Beginner,119,0.01680672268907563,0.0,3
U00789,17,Female,2,18.945,2.475,2,2025-02-17,2025-08-15,Data Science,Advanced,180,0.011111111111111112,0.5,0
U00790,16,Female,2,173.74499999999998,2.56,2,2025-04-02,2025-09-02,Machine Learning,Advanced,154,0.012987012987012988,2.0,0
U00791,34,Female,2,44.795,3.305,2,2025-09-16,2025-12-16,Artificial Intelligence,Intermediate,92,0.021739130434782608,0.0,3
U00792,20,Male,1,346.71,1.23,1,2025-01-25,2025-01-25,Project Management,Advanced,1,1.0,1.0,0
U00793,19,Male,4,53.0975,3.45,3,2025-03-25,2025-08-29,Digital Marketing,Advanced,158,0.02531645569620253,1.0,0
U00794,23,Female,2,0.0,2.58,2,2025-09-07,2025-12-03,Artificial Intelligence,Advanced,88,0.022727272727272728,0.5,0
U00795,34,Female,3,95.01666666666667,2.9466666666666668,3,2025-05-11,2025-11-21,Business,Beginner,195,0.015384615384615385,0.0,2
U00796,22,Female,2,106.195,2.215,2,2025-07-07,2025-07-14,Digital Marketing,Advanced,8,0.25,0.5,0
U00797,20,Male,3,0.0,3.4499999999999997,3,2025-01-16,2025-07-12,Design,Intermediate,178,0.016853932584269662,1.0,3
U00798,19,Female,1,0.0,1.52,1,2025-06-11,2025-06-11,Design,Advanced,1,1.0,1.0,0
U00799,26,Female,2,0.0,2.925,2,2025-03-02,2025-08-02,Data Science,Beginner,154,0.012987012987012988,0.0,3
U00800,29,Female,2,207.755,3.92,2,2025-03-13,2025-08-02,Artificial Intelligence,Intermediate,143,0.013986013986013986,0.0,2
U00801,32,Female,2,207.755,3.92,2,2025-01-02,2025-09-19,Artificial Intelligence,Intermediate,261,0.007662835249042145,0.0,2
U00802,31,Male,2,59.52,2.95,2,2025-05-24,2025-09-02,Business,Advanced,102,0.0196078431372549,1.0,0
U00803,26,Male,3,92.12333333333333,2.9633333333333334,3,2025-07-22,2025-10-05,Business,Advanced,76,0.039473684210526314,2.0,0
U00804,24,Female,2,44.795,1.98,2,2025-03-01,2025-04-22,Artificial Intelligence,Beginner,53,0.03773584905660377,0.0,2
U00805,18,Female,1,0.0,4.11,1,2025-11-16,2025-11-16,Marketing,Intermediate,1,1.0,0.0,3
U00806,27,Male,1,0.0,3.65,1,2025-08-03,2025-08-03,Data Science,Beginner,1,1.0,0.0,3
U00807,35,Female,1,342.61,4.84,1,2025-03-13,2025-03-13,Project Management,Intermediate,1,1.0,0.0,2
U00808,27,Female,1,0.0,3.64,1,2025-07-04,2025-07-04,Artificial Intelligence,Beginner,1,1.0,0.0,3
U00809,24,Male,1,490.9,4.55,1,2025-04-14,2025-04-14,Artificial Intelligence,Beginner,1,1.0,0.0,2
U00810,28,Male,1,276.37,2.72,1,2025-11-01,2025-11-01,Design,Advanced,1,1.0,1.0,0
U00811,25,Female,3,162.64000000000001,3.0533333333333332,2,2025-04-30,2025-12-28,Web Development,Beginner,243,0.012345679012345678,0.3333333333333333,3
U00812,24,Female,3,95.01666666666667,3.64,2,2025-03-06,2025-12-02,Design,Beginner,272,0.011029411764705883,0.3333333333333333,3
U00813,33,Male,4,0.0,3.815,4,2025-09-18,2025-11-15,Business,Intermediate,59,0.06779661016949153,0.5,3
U00814,21,Female,1,0.0,2.01,1,2025-05-04,2025-05-04,Marketing,Advanced,1,1.0,1.0,0
U00815,17,Male,2,207.755,3.92,2,2025-02-05,2025-08-19,Artificial Intelligence,Intermediate,196,0.01020408163265306,0.0,2
U00816,34,Male,3,29.863333333333333,2.106666666666667,3,2025-04-26,2025-12-10,Artificial Intelligence,Intermediate,229,0.013100436681222707,0.0,3
U00817,35,Female,1,0.0,3.32,1,2025-03-08,2025-03-08,Web Development,Beginner,1,1.0,0.0,3
U00818,20,Female,1,0.0,4.79,1,2025-02-28,2025-02-28,Marketing,Advanced,1,1.0,1.0,0
U00819,28,Female,14,81.67214285714286,3.027857142857143,9,2025-01-23,2025-12-04,Cybersecurity,Advanced,316,0.04430379746835443,0.8333333333333334,1
U00820,31,Female,3,162.64000000000001,3.126666666666667,3,2025-04-30,2025-09-28,Business,Advanced,152,0.019736842105263157,0.5,0
U00821,23,Male,13,122.86923076923077,2.9061538461538463,11,2025-01-11,2025-12-27,Artificial Intelligence,Beginner,351,0.037037037037037035,0.375,1
U00822,35,Female,1,0.0,2.43,1,2025-02-25,2025-02-25,Programming,Intermediate,1,1.0,0.0,3
U00823,22,Male,1,212.39,3.15,1,2025-03-03,2025-03-03,Digital Marketing,Advanced,1,1.0,1.0,0
U00824,27,Male,1,0.0,4.1,1,2025-12-22,2025-12-22,Finance,Intermediate,1,1.0,0.0,3
U00825,26,Male,3,162.64000000000001,3.703333333333333,3,2025-06-24,2025-11-08,Business,Advanced,138,0.021739130434782608,2.0,0
U00826,16,Male,1,53.86,2.47,1,2025-06-10,2025-06-10,Finance,Beginner,1,1.0,0.0,3
U00827,26,Female,2,0.0,4.41,2,2025-02-25,2025-04-09,Finance,Intermediate,44,0.045454545454545456,0.0,3
U00828,25,Male,3,197.61666666666667,3.9066666666666663,3,2025-01-18,2025-11-10,Artificial Intelligence,Intermediate,297,0.010101010101010102,1.0,2
U00829,22,Male,16,83.644375,3.054375,8,2025-01-17,2025-11-23,Cybersecurity,Beginner,311,0.05144694533762058,0.375,1
U00830,26,Female,1,326.02,2.69,1,2025-05-15,2025-05-15,Business,Intermediate,1,1.0,0.0,2
U00831,18,Male,2,0.0,3.16,2,2025-07-21,2025-08-01,Design,Advanced,12,0.16666666666666666,0.5,0
U00832,20,Female,1,0.0,3.85,1,2025-06-08,2025-06-08,Programming,Beginner,1,1.0,0.0,3
U00833,32,Female,3,0.0,2.0066666666666664,3,2025-03-13,2025-12-05,Machine Learning,Advanced,268,0.011194029850746268,1.0,0
U00834,30,Male,1,0.0,2.2,1,2025-09-25,2025-09-25,Web Development,Beginner,1,1.0,0.0,3
U00835,33,Female,1,0.0,3.02,1,2025-07-23,2025-07-23,Data Science,Intermediate,1,1.0,0.0,3
U00836,29,Female,15,62.11333333333334,2.886,9,2025-02-13,2025-11-27,Digital Marketing,Beginner,288,0.052083333333333336,0.375,1
U00837,28,Male,4,71.2625,2.5175,3,2025-04-02,2025-09-06,Programming,Beginner,158,0.02531645569620253,0.25,3
U00838,25,Female,12,85.59916666666668,2.8408333333333338,8,2025-01-20,2025-12-24,Data Science,Advanced,339,0.035398230088495575,1.0,1
U00839,33,Male,1,0.0,4.94,1,2025-08-13,2025-08-13,Cybersecurity,Beginner,1,1.0,0.0,3
U00840,18,Male,3,131.42,2.4533333333333336,3,2025-08-05,2025-12-21,Cybersecurity,Intermediate,139,0.02158273381294964,0.0,2
U00841,29,Female,1,0.0,1.91,1,2025-07-29,2025-07-29,Cybersecurity,Intermediate,1,1.0,0.0,3
U00842,21,Female,2,44.795,2.7800000000000002,2,2025-01-26,2025-12-20,Artificial Intelligence,Beginner,329,0.0060790273556231,0.0,3
U00843,21,Male,1,276.37,2.72,1,2025-01-15,2025-01-15,Design,Advanced,1,1.0,1.0,0
U00844,26,Male,1,0.0,4.72,1,2025-02-05,2025-02-05,Marketing,Intermediate,1,1.0,0.0,3
U00845,25,Female,1,53.86,2.47,1,2025-08-18,2025-08-18,Finance,Beginner,1,1.0,0.0,3
U00846,16,Male,1,57.32,4.74,1,2025-05-27,2025-05-27,Web Development,Advanced,1,1.0,1.0,0
U00847,23,Male,1,0.0,4.66,1,2025-10-20,2025-10-20,Digital Marketing,Intermediate,1,1.0,0.0,3
U00848,28,Male,4,103.8775,3.7825,3,2025-02-06,2025-11-27,Artificial Intelligence,Intermediate,295,0.013559322033898305,0.5,2
U00849,20,Male,2,124.05,2.42,1,2025-03-20,2025-05-14,Artificial Intelligence,Beginner,56,0.03571428571428571,0.0,2
U00850,26,Male,15,59.86333333333334,3.0846666666666662,9,2025-01-04,2025-12-04,Project Management,Advanced,335,0.04477611940298507,2.6666666666666665,1
U00851,21,Male,1,0.0,4.73,1,2025-06-10,2025-06-10,Machine Learning,Intermediate,1,1.0,0.0,3
U00852,23,Male,13,121.47230769230768,3.4723076923076923,8,2025-01-14,2025-12-17,Artificial Intelligence,Intermediate,338,0.038461538461538464,0.8,1
U00853,24,Male,2,0.0,2.92,2,2025-03-01,2025-06-01,Machine Learning,Intermediate,93,0.021505376344086023,0.0,3
U00854,28,Male,2,149.785,3.3600000000000003,2,2025-12-12,2025-12-26,Data Science,Advanced,15,0.13333333333333333,0.5,0
U00855,15,Female,1,0.0,1.28,1,2025-09-01,2025-09-01,Programming,Beginner,1,1.0,0.0,3
U00856,21,Female,1,0.0,2.14,1,2025-08-13,2025-08-13,Digital Marketing,Beginner,1,1.0,0.0,3
U00857,15,Male,1,0.0,3.32,1,2025-06-20,2025-06-20,Web Development,Beginner,1,1.0,0.0,3
U00858,20,Male,15,26.431333333333335,3.258666666666667,8,2025-01-09,2025-11-27,Machine Learning,Beginner,323,0.04643962848297214,0.5,1
U00859,22,Male,1,0.0,3.02,1,2025-08-07,2025-08-07,Data Science,Intermediate,1,1.0,0.0,3
U00860,23,Female,1,490.9,4.55,1,2025-05-10,2025-05-10,Artificial Intelligence,Beginner,1,1.0,0.0,2
U00861,22,Female,1,0.0,1.73,1,2025-10-10,2025-10-10,Machine Learning,Intermediate,1,1.0,0.0,3
U00862,18,Female,1,487.92,3.64,1,2025-06-30,2025-06-30,Business,Advanced,1,1.0,1.0,2
U00863,23,Female,1,0.0,2.88,1,2025-05-30,2025-05-30,Programming,Beginner,1,1.0,0.0,3
U00864,22,Female,1,0.0,2.0,1,2025-08-25,2025-08-25,Business,Advanced,1,1.0,1.0,0
U00865,27,Male,1,285.05,1.96,1,2025-09-08,2025-09-08,Business,Beginner,1,1.0,0.0,2
U00866,30,Male,1,0.0,4.73,1,2025-06-02,2025-06-02,Machine Learning,Intermediate,1,1.0,0.0,3
U00867,30,Male,1,0.0,2.61,1,2025-11-24,2025-11-24,Design,Advanced,1,1.0,1.0,0
U00868,16,Female,1,0.0,2.14,1,2025-06-13,2025-06-13,Digital Marketing,Beginner,1,1.0,0.0,3
U00869,19,Male,1,0.0,2.01,1,2025-01-12,2025-01-12,Marketing,Advanced,1,1.0,1.0,0
U00870,22,Male,15,64.40933333333334,3.4386666666666668,10,2025-01-02,2025-12-30,Marketing,Advanced,363,0.04132231404958678,1.2,1
U00871,26,Male,2,0.0,2.0549999999999997,2,2025-03-21,2025-09-30,Cybersecurity,Advanced,194,0.010309278350515464,1.0,0
U00872,27,Male,1,0.0,3.32,1,2025-11-15,2025-11-15,Web Development,Beginner,1,1.0,0.0,3
U00873,28,Male,1,0.0,4.45,1,2025-08-30,2025-08-30,Design,Advanced,1,1.0,1.0,0
U00874,25,Male,12,181.31166666666664,3.276666666666667,10,2025-01-05,2025-12-04,Business,Advanced,334,0.03592814371257485,0.8333333333333334,1
U00875,23,Male,1,57.32,4.74,1,2025-09-07,2025-09-07,Web Development,Advanced,1,1.0,1.0,0
U00876,27,Male,14,168.03571428571428,3.662857142857143,11,2025-01-02,2025-12-28,Artificial Intelligence,Intermediate,361,0.038781163434903045,1.25,1
U00877,35,Male,1,490.9,4.55,1,2025-08-12,2025-08-12,Artificial Intelligence,Beginner,1,1.0,0.0,2
U00878,31,Male,1,177.34,3.89,1,2025-05-24,2025-05-24,Digital Marketing,Advanced,1,1.0,1.0,0
U00879,18,Female,3,129.72,3.5100000000000002,3,2025-01-03,2025-06-07,Artificial Intelligence,Intermediate,156,0.019230769230769232,0.0,2
U00880,15,Male,1,177.34,3.89,1,2025-08-05,2025-08-05,Digital Marketing,Advanced,1,1.0,1.0,0
U00881,34,Female,16,168.96,3.0825,10,2025-01-27,2025-12-03,Artificial Intelligence,Intermediate,311,0.05144694533762058,0.42857142857142855,1
U00882,34,Female,1,0.0,2.14,1,2025-03-14,2025-03-14,Digital Marketing,Beginner,1,1.0,0.0,3
U00883,27,Female,3,157.42666666666665,3.83,3,2025-06-14,2025-10-25,Design,Beginner,134,0.022388059701492536,0.3333333333333333,2
U00884,19,Male,1,487.92,3.64,1,2025-08-15,2025-08-15,Business,Advanced,1,1.0,1.0,2
U00885,28,Female,1,117.68,2.57,1,2025-07-04,2025-07-04,Data Science,Advanced,1,1.0,1.0,0
U00886,22,Female,2,0.0,1.505,2,2025-01-10,2025-09-14,Machine Learning,Beginner,248,0.008064516129032258,0.0,3
